household_key,recency,frequency,monetary,recency_rfm,frequency_rfm,monetary_rfm,segmentasi
1858,8,67,2860.07,3,3,4,POTENTIAL LOYALIST
2038,8,59,1489.8,3,2,2,OCCASIONAL CUSTOMER
658,8,49,1052.48,3,2,2,OCCASIONAL CUSTOMER
1821,8,128,4937.27,3,4,4,POTENTIAL LOYALIST
913,8,69,1830.63,3,3,3,POTENTIAL LOYALIST
1019,8,53,1553.56,3,2,2,OCCASIONAL CUSTOMER
1014,8,161,4199.76,3,4,4,POTENTIAL LOYALIST
1168,8,69,874.23,3,3,2,REGULAR
342,8,48,2125.51,3,2,3,OCCASIONAL CUSTOMER
1377,8,35,791.34,3,2,2,OCCASIONAL CUSTOMER
764,8,112,3196.78,3,4,4,POTENTIAL LOYALIST
1353,8,132,4019.91,3,4,4,POTENTIAL LOYALIST
719,8,34,1098.51,3,2,2,OCCASIONAL CUSTOMER
2193,8,117,9155.01,3,4,5,POTENTIAL LOYALIST
2238,8,180,2479.46,3,5,3,POTENTIAL LOYALIST
3,8,47,2653.21,3,2,3,OCCASIONAL CUSTOMER
1732,8,98,3427.3,3,3,4,POTENTIAL LOYALIST
1731,8,72,3451.81,3,3,4,POTENTIAL LOYALIST
497,8,63,766.4,3,3,2,REGULAR
1559,7,60,2725.42,3,3,3,POTENTIAL LOYALIST
1238,7,51,4678.61,3,2,4,OCCASIONAL CUSTOMER
1404,7,44,1248.19,3,2,2,OCCASIONAL CUSTOMER
643,7,31,1415.59,3,1,2,OCCASIONAL CUSTOMER
2119,7,44,2295.16,3,2,3,OCCASIONAL CUSTOMER
1495,7,165,1779.86,3,5,3,POTENTIAL LOYALIST
965,7,52,1764.07,3,2,3,OCCASIONAL CUSTOMER
1089,7,96,2404.98,3,3,3,POTENTIAL LOYALIST
1546,7,113,4095.37,3,4,4,POTENTIAL LOYALIST
438,7,67,4456.52,3,3,4,POTENTIAL LOYALIST
1696,7,62,2640.01,3,3,3,POTENTIAL LOYALIST
1590,7,152,8033.79,3,4,5,POTENTIAL LOYALIST
414,7,153,2488.65,3,4,3,POTENTIAL LOYALIST
2273,7,52,1594.87,3,2,2,OCCASIONAL CUSTOMER
1963,7,50,2542.45,3,2,3,OCCASIONAL CUSTOMER
240,7,31,365.61,3,1,1,OCCASIONAL CUSTOMER
552,7,44,2289.47,3,2,3,OCCASIONAL CUSTOMER
459,7,67,1194.94,3,3,2,REGULAR
1988,7,184,7907.93,3,5,5,POTENTIAL LOYALIST
1955,7,156,7634.5,3,4,5,POTENTIAL LOYALIST
1796,7,60,2601.06,3,3,3,POTENTIAL LOYALIST
2087,7,227,7832.74,3,5,5,POTENTIAL LOYALIST
790,7,58,2842.63,3,2,4,OCCASIONAL CUSTOMER
2459,7,971,20671.5,3,5,5,POTENTIAL LOYALIST
1983,7,38,2497.9,3,2,3,OCCASIONAL CUSTOMER
1487,7,38,1471.28,3,2,2,OCCASIONAL CUSTOMER
733,7,76,2678.56,3,3,3,POTENTIAL LOYALIST
2110,7,222,12470.03,3,5,5,POTENTIAL LOYALIST
1136,7,59,1934.11,3,2,3,OCCASIONAL CUSTOMER
247,7,59,1243.06,3,2,2,OCCASIONAL CUSTOMER
517,7,105,3742.89,3,4,4,POTENTIAL LOYALIST
1713,7,37,1733.81,3,2,3,OCCASIONAL CUSTOMER
2014,7,44,1489.89,3,2,2,OCCASIONAL CUSTOMER
2349,7,72,2100.28,3,3,3,POTENTIAL LOYALIST
14,7,140,2761.19,3,4,3,POTENTIAL LOYALIST
1940,7,75,2392.72,3,3,3,POTENTIAL LOYALIST
2454,7,30,392.87,3,1,1,OCCASIONAL CUSTOMER
158,7,180,1869.79,3,5,3,POTENTIAL LOYALIST
1937,7,158,6742.44,3,4,5,POTENTIAL LOYALIST
2257,7,75,791.54,3,3,2,REGULAR
807,7,123,4014.02,3,4,4,POTENTIAL LOYALIST
1249,7,23,491.62,3,1,1,OCCASIONAL CUSTOMER
578,7,117,2996.69,3,4,4,POTENTIAL LOYALIST
1493,7,25,943.13,3,1,2,OCCASIONAL CUSTOMER
538,7,69,4382.21,3,3,4,POTENTIAL LOYALIST
271,7,98,1375.52,3,3,2,REGULAR
292,7,83,977.07,3,3,2,REGULAR
1810,7,266,4025.59,3,5,4,POTENTIAL LOYALIST
2305,7,123,6320.64,3,4,5,POTENTIAL LOYALIST
1174,7,122,2156.65,3,4,3,POTENTIAL LOYALIST
1660,7,62,2045.5,3,3,3,POTENTIAL LOYALIST
2354,7,80,4821.89,3,3,4,POTENTIAL LOYALIST
2043,7,65,1640.79,3,3,3,POTENTIAL LOYALIST
125,7,358,10601.5,3,5,5,POTENTIAL LOYALIST
1918,7,69,3012.49,3,3,4,POTENTIAL LOYALIST
2266,7,148,8754.12,3,4,5,POTENTIAL LOYALIST
1677,7,193,12559.61,3,5,5,POTENTIAL LOYALIST
479,7,185,1773.3,3,5,3,POTENTIAL LOYALIST
1720,7,142,5755.69,3,4,5,POTENTIAL LOYALIST
2409,7,8,906.55,3,1,2,OCCASIONAL CUSTOMER
214,7,86,2657.91,3,3,3,POTENTIAL LOYALIST
249,7,137,2823.23,3,4,4,POTENTIAL LOYALIST
2397,7,35,1095.1,3,2,2,OCCASIONAL CUSTOMER
691,7,54,2511.33,3,2,3,OCCASIONAL CUSTOMER
879,7,96,2448.6,3,3,3,POTENTIAL LOYALIST
848,7,29,2684.13,3,1,3,OCCASIONAL CUSTOMER
505,7,18,188.54,3,1,1,OCCASIONAL CUSTOMER
248,7,57,6039.01,3,2,5,OCCASIONAL CUSTOMER
1465,7,56,1038.52,3,2,2,OCCASIONAL CUSTOMER
926,7,241,7274.1,3,5,5,POTENTIAL LOYALIST
2488,7,119,6327.51,3,4,5,POTENTIAL LOYALIST
1514,7,57,2355.31,3,2,3,OCCASIONAL CUSTOMER
1554,7,46,982.76,3,2,2,OCCASIONAL CUSTOMER
1754,7,209,4120.16,3,5,4,POTENTIAL LOYALIST
1462,7,120,4830,3,4,4,POTENTIAL LOYALIST
2136,7,18,1552.43,3,1,2,OCCASIONAL CUSTOMER
201,7,48,1435.17,3,2,2,OCCASIONAL CUSTOMER
852,7,95,1943.73,3,3,3,POTENTIAL LOYALIST
2032,7,66,1274.78,3,3,2,REGULAR
1749,7,122,4209.35,3,4,4,POTENTIAL LOYALIST
1011,7,140,3495.2,3,4,4,POTENTIAL LOYALIST
1911,7,124,1601.27,3,4,2,REGULAR
558,7,115,2426.35,3,4,3,POTENTIAL LOYALIST
387,7,131,5697.25,3,4,5,POTENTIAL LOYALIST
145,7,59,1470.49,3,3,2,REGULAR
132,6,98,2875.24,3,3,4,POTENTIAL LOYALIST
798,6,54,1586.58,3,2,2,OCCASIONAL CUSTOMER
1597,6,54,801.63,3,2,2,OCCASIONAL CUSTOMER
1594,6,118,2986.13,3,4,4,POTENTIAL LOYALIST
823,6,117,2590.15,3,4,3,POTENTIAL LOYALIST
2015,6,122,6628.7,3,4,5,POTENTIAL LOYALIST
2335,6,53,1955.25,3,2,3,OCCASIONAL CUSTOMER
1760,6,53,563.64,3,2,1,OCCASIONAL CUSTOMER
845,6,117,5097.28,3,4,5,POTENTIAL LOYALIST
1814,6,52,4107.85,3,2,4,OCCASIONAL CUSTOMER
2005,6,52,1439.19,3,2,2,OCCASIONAL CUSTOMER
187,6,59,701,3,3,1,REGULAR
2279,6,59,972.47,3,3,2,REGULAR
1956,6,60,2174.55,3,3,3,POTENTIAL LOYALIST
155,6,52,2101.05,3,2,3,OCCASIONAL CUSTOMER
736,6,60,3061.62,3,3,4,POTENTIAL LOYALIST
2375,6,114,28.414.000.000.000.000.000.000.000,3,4,4,POTENTIAL LOYALIST
1745,6,125,2591.48,3,4,3,POTENTIAL LOYALIST
1139,6,92,7539.55,3,3,5,POTENTIAL LOYALIST
1642,6,125,2096.12,3,4,3,POTENTIAL LOYALIST
1458,6,126,3480.63,3,4,4,POTENTIAL LOYALIST
1883,6,126,2460.98,3,4,3,POTENTIAL LOYALIST
1065,6,50,5167.16,3,2,5,OCCASIONAL CUSTOMER
1169,6,128,5159.4,3,4,5,POTENTIAL LOYALIST
26,6,113,1937.39,3,4,3,POTENTIAL LOYALIST
1333,6,129,7709.85,3,4,5,POTENTIAL LOYALIST
1929,6,62,4395.83,3,3,4,POTENTIAL LOYALIST
2084,6,132,2937.95,3,4,4,POTENTIAL LOYALIST
1161,6,63,1377.57,3,3,2,REGULAR
2235,6,89,3824.87,3,3,4,POTENTIAL LOYALIST
769,6,46,1543.63,3,2,2,OCCASIONAL CUSTOMER
1213,6,46,622.22,3,2,1,OCCASIONAL CUSTOMER
2453,6,110,4551.68,3,4,4,POTENTIAL LOYALIST
227,6,135,1390.25,3,4,2,REGULAR
722,6,136,6437.62,3,4,5,POTENTIAL LOYALIST
1153,6,65,1142.86,3,3,2,REGULAR
146,6,41,843.02,3,2,2,OCCASIONAL CUSTOMER
1511,6,149,3740.16,3,4,4,POTENTIAL LOYALIST
1763,6,149,3919.37,3,4,4,POTENTIAL LOYALIST
1207,6,108,765.37,3,4,2,REGULAR
2317,6,150,13967.37,3,4,5,POTENTIAL LOYALIST
1195,6,41,1271.09,3,2,2,OCCASIONAL CUSTOMER
759,6,41,1274.09,3,2,2,OCCASIONAL CUSTOMER
1438,6,41,2130.77,3,2,3,OCCASIONAL CUSTOMER
1585,6,150,9353.85,3,4,5,POTENTIAL LOYALIST
1387,6,66,2057.95,3,3,3,POTENTIAL LOYALIST
396,6,107,1790.73,3,4,3,POTENTIAL LOYALIST
106,6,67,2014.66,3,3,3,POTENTIAL LOYALIST
700,6,39,2981.04,3,2,4,OCCASIONAL CUSTOMER
343,6,67,1650.64,3,3,3,POTENTIAL LOYALIST
780,6,67,579.72,3,3,1,REGULAR
2195,6,84,1180.72,3,3,2,REGULAR
1650,6,106,2259.16,3,4,3,POTENTIAL LOYALIST
1687,6,106,3766.27,3,4,4,POTENTIAL LOYALIST
411,6,158,6697.21,3,4,5,POTENTIAL LOYALIST
185,6,68,2137.62,3,3,3,POTENTIAL LOYALIST
1077,6,36,1492.81,3,2,2,OCCASIONAL CUSTOMER
1071,6,84,2052.29,3,3,3,POTENTIAL LOYALIST
1952,6,36,1003.87,3,2,2,OCCASIONAL CUSTOMER
2237,6,158,4941.52,3,4,4,POTENTIAL LOYALIST
744,6,158,4730.31,3,4,4,POTENTIAL LOYALIST
1899,6,69,11276.8,3,3,5,POTENTIAL LOYALIST
594,6,104,2421.39,3,4,3,POTENTIAL LOYALIST
624,6,160,6003.47,3,4,5,POTENTIAL LOYALIST
1197,6,160,7988.73,3,4,5,POTENTIAL LOYALIST
513,6,161,12130.01,3,4,5,POTENTIAL LOYALIST
374,6,163,7099.56,3,5,5,POTENTIAL LOYALIST
1013,6,35,947.03,3,2,2,OCCASIONAL CUSTOMER
1541,6,102,7743.35,3,4,5,POTENTIAL LOYALIST
1407,6,35,1615.94,3,2,2,OCCASIONAL CUSTOMER
1242,6,35,830.11,3,2,2,OCCASIONAL CUSTOMER
449,6,34,827.44,3,2,2,OCCASIONAL CUSTOMER
1097,6,165,8806.33,3,5,5,POTENTIAL LOYALIST
2366,6,168,5500.03,3,5,5,POTENTIAL LOYALIST
2172,6,99,2408.11,3,4,3,POTENTIAL LOYALIST
70,6,32,76.4,3,2,1,OCCASIONAL CUSTOMER
1944,6,180,10942.88,3,5,5,POTENTIAL LOYALIST
781,6,57,1665.51,3,2,3,OCCASIONAL CUSTOMER
1967,6,73,1802.93,3,3,3,POTENTIAL LOYALIST
2103,6,30,361.01,3,1,1,OCCASIONAL CUSTOMER
2130,6,97,6060.39,3,3,5,POTENTIAL LOYALIST
1270,6,73,3455.32,3,3,4,POTENTIAL LOYALIST
421,6,194,6013.04,3,5,5,POTENTIAL LOYALIST
1938,6,28,1032.95,3,1,2,OCCASIONAL CUSTOMER
2310,6,74,1389.32,3,3,2,REGULAR
2448,6,205,9300.73,3,5,5,POTENTIAL LOYALIST
1390,6,211,4879.86,3,5,4,POTENTIAL LOYALIST
1807,6,212,7773.21,3,5,5,POTENTIAL LOYALIST
1943,6,212,5116.58,3,5,5,POTENTIAL LOYALIST
1710,6,215,11984.59,3,5,5,POTENTIAL LOYALIST
723,6,23,1230.83,3,1,2,OCCASIONAL CUSTOMER
579,6,23,435.26,3,1,1,OCCASIONAL CUSTOMER
804,6,221,3917.74,3,5,4,POTENTIAL LOYALIST
284,6,21,534.98,3,1,1,OCCASIONAL CUSTOMER
730,6,92,1111.69,3,3,2,REGULAR
1261,6,228,3777.98,3,5,4,POTENTIAL LOYALIST
1412,6,77,4053.15,3,3,4,POTENTIAL LOYALIST
749,6,77,1066.62,3,3,2,REGULAR
1278,6,19,738.34,3,1,1,OCCASIONAL CUSTOMER
1842,6,19,906.65,3,1,2,OCCASIONAL CUSTOMER
2076,6,252,8297.94,3,5,5,POTENTIAL LOYALIST
25,6,94,3149.65,3,3,4,POTENTIAL LOYALIST
2020,6,252,8458.21,3,5,5,POTENTIAL LOYALIST
528,6,17,373.83,3,1,1,OCCASIONAL CUSTOMER
1366,6,256,4242.62,3,5,4,POTENTIAL LOYALIST
2012,6,303,8535.06,3,5,5,POTENTIAL LOYALIST
1047,6,80,1052.94,3,3,2,REGULAR
402,6,80,2233.84,3,3,3,POTENTIAL LOYALIST
364,6,86,2566.92,3,3,3,POTENTIAL LOYALIST
1356,6,86,2239.34,3,3,3,POTENTIAL LOYALIST
2421,6,81,8749.76,3,3,5,POTENTIAL LOYALIST
741,6,88,3414.6,3,3,4,POTENTIAL LOYALIST
1972,6,120,2435.73,3,4,3,POTENTIAL LOYALIST
1049,6,55,698.06,3,2,1,OCCASIONAL CUSTOMER
547,6,55,1676.76,3,2,3,OCCASIONAL CUSTOMER
92,6,57,1587.38,3,2,2,OCCASIONAL CUSTOMER
15,6,55,972.53,3,2,2,OCCASIONAL CUSTOMER
224,5,56,1600.8,3,2,2,OCCASIONAL CUSTOMER
186,5,3,59.52,3,1,1,OCCASIONAL CUSTOMER
310,5,9,184.02,3,1,1,OCCASIONAL CUSTOMER
2417,5,9,196.11,3,1,1,OCCASIONAL CUSTOMER
1323,5,11,297.05,3,1,1,OCCASIONAL CUSTOMER
1273,5,17,265.04,3,1,1,OCCASIONAL CUSTOMER
516,5,17,295.23,3,1,1,OCCASIONAL CUSTOMER
1044,5,20,423.51,3,1,1,OCCASIONAL CUSTOMER
1728,5,21,1517.18,3,1,2,OCCASIONAL CUSTOMER
512,5,25,1114.44,3,1,2,OCCASIONAL CUSTOMER
861,5,34,1382.53,3,2,2,OCCASIONAL CUSTOMER
349,5,34,869.16,3,2,2,OCCASIONAL CUSTOMER
1782,5,37,1742.85,3,2,3,OCCASIONAL CUSTOMER
1447,5,40,604.95,3,2,1,OCCASIONAL CUSTOMER
1827,5,41,682.23,3,2,1,OCCASIONAL CUSTOMER
2472,5,42,1220.81,3,2,2,OCCASIONAL CUSTOMER
1092,5,42,944.69,3,2,2,OCCASIONAL CUSTOMER
448,5,45,493.37,3,2,1,OCCASIONAL CUSTOMER
1790,5,47,1978.83,3,2,3,OCCASIONAL CUSTOMER
151,5,49,1226.14,3,2,2,OCCASIONAL CUSTOMER
2386,5,51,1056.96,3,2,2,OCCASIONAL CUSTOMER
1949,5,54,1658.96,3,2,3,OCCASIONAL CUSTOMER
1217,5,54,2656.9,3,2,3,OCCASIONAL CUSTOMER
53,5,56,1962.26,3,2,3,OCCASIONAL CUSTOMER
204,5,57,929.27,3,2,2,OCCASIONAL CUSTOMER
1165,5,57,1413.52,3,2,2,OCCASIONAL CUSTOMER
1332,5,60,2047.26,3,3,3,POTENTIAL LOYALIST
2299,5,62,2057.89,3,3,3,POTENTIAL LOYALIST
1600,5,64,914.7,3,3,2,REGULAR
1801,5,64,758.74,3,3,1,REGULAR
1135,5,64,748.88,3,3,1,REGULAR
2303,5,66,2158.85,3,3,3,POTENTIAL LOYALIST
1819,5,68,1446.23,3,3,2,REGULAR
708,5,68,2828.06,3,3,4,POTENTIAL LOYALIST
1268,5,71,3013.56,3,3,4,POTENTIAL LOYALIST
2372,5,71,3208.19,3,3,4,POTENTIAL LOYALIST
2439,5,72,596.88,3,3,1,REGULAR
776,5,72,3153.7,3,3,4,POTENTIAL LOYALIST
648,5,73,1910.4,3,3,3,POTENTIAL LOYALIST
133,5,75,3823.89,3,3,4,POTENTIAL LOYALIST
1939,5,75,3784.62,3,3,4,POTENTIAL LOYALIST
281,5,79,1495.08,3,3,2,REGULAR
888,5,79,8689.01,3,3,5,POTENTIAL LOYALIST
384,5,80,3914.84,3,3,4,POTENTIAL LOYALIST
2063,5,81,2591.43,3,3,3,POTENTIAL LOYALIST
2485,5,82,1502.2,3,3,2,REGULAR
976,5,82,6190.51,3,3,5,POTENTIAL LOYALIST
1427,5,83,2640.47,3,3,3,POTENTIAL LOYALIST
278,5,84,2053.56,3,3,3,POTENTIAL LOYALIST
1729,5,85,2910.61,3,3,4,POTENTIAL LOYALIST
1,5,86,4330.16,3,3,4,POTENTIAL LOYALIST
720,5,86,1678.8,3,3,3,POTENTIAL LOYALIST
1409,5,87,4324.03,3,3,4,POTENTIAL LOYALIST
1181,5,89,2196.58,3,3,3,POTENTIAL LOYALIST
362,5,91,2987.49,3,3,4,POTENTIAL LOYALIST
797,5,92,3059.57,3,3,4,POTENTIAL LOYALIST
401,5,96,2538.88,3,3,3,POTENTIAL LOYALIST
462,5,97,1510.63,3,3,2,REGULAR
1676,5,97,5203.43,3,3,5,POTENTIAL LOYALIST
580,5,98,1337.7,3,3,2,REGULAR
2371,5,98,2138.71,3,3,3,POTENTIAL LOYALIST
405,5,98,3652.97,3,3,4,POTENTIAL LOYALIST
1569,5,104,1345.59,3,4,2,REGULAR
430,5,107,2377.09,3,4,3,POTENTIAL LOYALIST
1848,5,110,10848.11,3,4,5,POTENTIAL LOYALIST
896,5,112,5274.46,3,4,5,POTENTIAL LOYALIST
1953,5,113,2722.81,3,4,3,POTENTIAL LOYALIST
1922,5,113,3096.94,3,4,4,POTENTIAL LOYALIST
8,5,113,5534.97,3,4,5,POTENTIAL LOYALIST
1382,5,116,3082.47,3,4,4,POTENTIAL LOYALIST
2364,5,117,7414.1,3,4,5,POTENTIAL LOYALIST
2300,5,118,4615.35,3,4,4,POTENTIAL LOYALIST
669,5,119,9164.15,3,4,5,POTENTIAL LOYALIST
250,5,121,5991.84,3,4,5,POTENTIAL LOYALIST
166,5,122,3059.69,3,4,4,POTENTIAL LOYALIST
346,5,124,5351.41,3,4,5,POTENTIAL LOYALIST
1347,5,131,3360.34,3,4,4,POTENTIAL LOYALIST
2275,5,134,2789.51,3,4,4,POTENTIAL LOYALIST
1175,5,135,7403.51,3,4,5,POTENTIAL LOYALIST
1613,5,136,6699.49,3,4,5,POTENTIAL LOYALIST
2479,5,136,14279.7,3,4,5,POTENTIAL LOYALIST
928,5,137,3571.7,3,4,4,POTENTIAL LOYALIST
484,5,137,2964.51,3,4,4,POTENTIAL LOYALIST
1000,5,138,4150.76,3,4,4,POTENTIAL LOYALIST
467,5,145,2642.99,3,4,3,POTENTIAL LOYALIST
2478,5,146,3354.42,3,4,4,POTENTIAL LOYALIST
329,5,146,3026.71,3,4,4,POTENTIAL LOYALIST
817,5,147,4801.85,3,4,4,POTENTIAL LOYALIST
335,5,147,2822.18,3,4,4,POTENTIAL LOYALIST
1188,5,149,3722.22,3,4,4,POTENTIAL LOYALIST
2340,5,149,2996.82,3,4,4,POTENTIAL LOYALIST
699,5,150,10353,3,4,5,POTENTIAL LOYALIST
2405,5,151,3425.7,3,4,4,POTENTIAL LOYALIST
81,5,152,5553.7,3,4,5,POTENTIAL LOYALIST
518,5,153,4926.37,3,4,4,POTENTIAL LOYALIST
2199,5,155,5639.17,3,4,5,POTENTIAL LOYALIST
709,5,156,5536.4,3,4,5,POTENTIAL LOYALIST
831,5,166,8831.35,3,5,5,POTENTIAL LOYALIST
1923,5,167,4870.31,3,5,4,POTENTIAL LOYALIST
1256,5,170,5274.32,3,5,5,POTENTIAL LOYALIST
2183,5,173,4093.12,3,5,4,POTENTIAL LOYALIST
97,5,180,5323.95,3,5,5,POTENTIAL LOYALIST
1752,5,196,6593.81,3,5,5,POTENTIAL LOYALIST
2200,5,197,8673.11,3,5,5,POTENTIAL LOYALIST
786,5,204,7434.07,3,5,5,POTENTIAL LOYALIST
607,5,216,3203.01,3,5,4,POTENTIAL LOYALIST
1633,5,219,10162.78,3,5,5,POTENTIAL LOYALIST
1759,5,219,4009.62,3,5,4,POTENTIAL LOYALIST
2062,5,220,5357.62,3,5,5,POTENTIAL LOYALIST
1850,5,223,6882.11,3,5,5,POTENTIAL LOYALIST
929,5,244,5342.55,3,5,5,POTENTIAL LOYALIST
397,5,248,6161.99,3,5,5,POTENTIAL LOYALIST
1042,5,248,5284.12,3,5,5,POTENTIAL LOYALIST
1835,5,310,10995.71,3,5,5,POTENTIAL LOYALIST
728,5,475,10732.91,3,5,5,POTENTIAL LOYALIST
68,5,553,4960.77,3,5,4,POTENTIAL LOYALIST
1307,4,174,2049.58,3,5,3,POTENTIAL LOYALIST
908,4,199,6097.47,3,5,5,POTENTIAL LOYALIST
803,4,65,2036.84,3,3,3,POTENTIAL LOYALIST
2415,4,126,1676.34,3,4,3,POTENTIAL LOYALIST
989,4,174,4.663.380.000.000.000.000.000.000,3,5,4,POTENTIAL LOYALIST
2446,4,190,6455.78,3,5,5,POTENTIAL LOYALIST
915,4,119,970.11,3,4,2,REGULAR
834,4,28,946.28,3,1,2,OCCASIONAL CUSTOMER
314,4,41,3004.01,3,2,4,OCCASIONAL CUSTOMER
1530,4,48,879.93,3,2,2,OCCASIONAL CUSTOMER
1513,4,64,931.89,3,3,2,REGULAR
1684,4,50,1449.58,3,2,2,OCCASIONAL CUSTOMER
1756,4,67,3344.29,3,3,4,POTENTIAL LOYALIST
1326,4,394,8831.21,3,5,5,POTENTIAL LOYALIST
1463,4,139,3460.15,3,4,4,POTENTIAL LOYALIST
1317,4,196,4065.24,3,5,4,POTENTIAL LOYALIST
801,4,29,1652.07,3,1,3,OCCASIONAL CUSTOMER
1418,4,78,2735.2,3,3,3,POTENTIAL LOYALIST
2127,4,26,1461.82,3,1,2,OCCASIONAL CUSTOMER
228,4,87,2404.81,3,3,3,POTENTIAL LOYALIST
2229,4,56,2415.49,3,2,3,OCCASIONAL CUSTOMER
526,4,183,4574.92,3,5,4,POTENTIAL LOYALIST
2192,4,29,492.03,3,1,1,OCCASIONAL CUSTOMER
2243,4,44,4019.71,3,2,4,OCCASIONAL CUSTOMER
2269,4,209,3273.95,3,5,4,POTENTIAL LOYALIST
1512,4,93,1674.23,3,3,3,POTENTIAL LOYALIST
1330,4,86,2177.55,3,3,3,POTENTIAL LOYALIST
1074,4,132,7769.22,3,4,5,POTENTIAL LOYALIST
1399,4,33,1032.63,3,2,2,OCCASIONAL CUSTOMER
1685,4,97,1571.37,3,3,2,REGULAR
2451,4,192,8335.74,3,5,5,POTENTIAL LOYALIST
1538,4,32,504.92,3,1,1,OCCASIONAL CUSTOMER
540,4,93,3280.73,3,3,4,POTENTIAL LOYALIST
2211,4,78,2292.52,3,3,3,POTENTIAL LOYALIST
118,4,90,4526.21,3,3,4,POTENTIAL LOYALIST
2129,4,163,7164.99,3,4,5,POTENTIAL LOYALIST
2447,4,132,7520.94,3,4,5,POTENTIAL LOYALIST
1709,4,87,2141.64,3,3,3,POTENTIAL LOYALIST
1394,4,151,4391.58,3,4,4,POTENTIAL LOYALIST
2321,4,18,336.09,3,1,1,OCCASIONAL CUSTOMER
470,4,156,2305,3,4,3,POTENTIAL LOYALIST
2117,4,63,1050.39,3,3,2,REGULAR
1865,4,161,6651.93,3,4,5,POTENTIAL LOYALIST
1766,4,38,460.68,3,2,1,OCCASIONAL CUSTOMER
1111,4,321,18894.72,3,5,5,POTENTIAL LOYALIST
1793,4,63,1888.55,3,3,3,POTENTIAL LOYALIST
718,4,599,19299.86,3,5,5,POTENTIAL LOYALIST
1658,4,69,1778.67,3,3,3,POTENTIAL LOYALIST
1873,4,269,5686.82,3,5,5,POTENTIAL LOYALIST
1235,4,20,894,3,1,2,OCCASIONAL CUSTOMER
1641,4,47,577.62,3,2,1,OCCASIONAL CUSTOMER
654,4,146,2330.08,3,4,3,POTENTIAL LOYALIST
1474,4,72,2445.87,3,3,3,POTENTIAL LOYALIST
2381,4,92,2185.28,3,3,3,POTENTIAL LOYALIST
2184,4,260,5094.8,3,5,5,POTENTIAL LOYALIST
1244,4,34,603.45,3,2,1,OCCASIONAL CUSTOMER
1422,4,11,481.77,3,1,1,OCCASIONAL CUSTOMER
2260,4,133,7456.64,3,4,5,POTENTIAL LOYALIST
460,4,113,760.45,3,4,1,REGULAR
1933,4,85,2180.22,3,3,3,POTENTIAL LOYALIST
1018,4,167,2138.59,3,5,3,POTENTIAL LOYALIST
1730,4,167,3509.78,3,5,4,POTENTIAL LOYALIST
563,4,72,2488.77,3,3,3,POTENTIAL LOYALIST
958,4,11,313.37,3,1,1,OCCASIONAL CUSTOMER
6,4,250,5996.16,3,5,5,POTENTIAL LOYALIST
2484,4,157,7824.64,3,4,5,POTENTIAL LOYALIST
1145,4,81,3875.17,3,3,4,POTENTIAL LOYALIST
2222,4,40,3076.27,3,2,4,OCCASIONAL CUSTOMER
2418,4,113,1572.61,3,4,2,REGULAR
379,4,2,55.64,3,1,1,OCCASIONAL CUSTOMER
1171,4,34,996.6,3,2,2,OCCASIONAL CUSTOMER
964,4,88,2044.85,3,3,3,POTENTIAL LOYALIST
1024,4,145,9448.75,3,4,5,POTENTIAL LOYALIST
269,4,84,1764.76,3,3,3,POTENTIAL LOYALIST
1185,4,61,1334.18,3,3,2,REGULAR
1665,4,108,1556.84,3,4,2,REGULAR
1359,4,76,1192.68,3,3,2,REGULAR
949,4,134,5799.97,3,4,5,POTENTIAL LOYALIST
1859,4,35,1791.28,3,2,3,OCCASIONAL CUSTOMER
1257,4,31,1389.12,3,1,2,OCCASIONAL CUSTOMER
455,4,25,1253.4,3,1,2,OCCASIONAL CUSTOMER
1998,4,331,2383.54,3,5,3,POTENTIAL LOYALIST
1529,4,244,9025.51,3,5,5,POTENTIAL LOYALIST
35,4,60,1119.51,3,3,2,REGULAR
785,4,103,2089.8,3,4,3,POTENTIAL LOYALIST
1987,4,76,1973.54,3,3,3,POTENTIAL LOYALIST
510,4,346,7903.36,3,5,5,POTENTIAL LOYALIST
1942,4,151,3135.06,3,4,4,POTENTIAL LOYALIST
1378,4,121,6933.72,3,4,5,POTENTIAL LOYALIST
1291,4,103,3290.01,4,4,4,LOYALIST
577,4,39,4399.53,4,2,4,OCCASIONAL CUSTOMER
2054,4,26,217.6,4,1,1,OCCASIONAL CUSTOMER
356,4,234,2837.33,4,5,4,LOYALIST
1764,4,135,11412.2,4,4,5,LOYALIST
638,4,164,8039.29,4,5,5,LOYALIST
1989,4,153,3052.87,4,4,4,LOYALIST
565,4,21,498.06,4,1,1,OCCASIONAL CUSTOMER
1053,4,96,4616.42,4,3,4,POTENTIAL LOYALIST
628,4,18,1147.99,4,1,2,OCCASIONAL CUSTOMER
627,4,45,1785.46,4,2,3,OCCASIONAL CUSTOMER
332,4,118,5519.02,4,4,5,LOYALIST
2003,4,42,1976.48,4,2,3,OCCASIONAL CUSTOMER
1224,4,92,2363.78,4,3,3,POTENTIAL LOYALIST
1611,4,51,677.46,4,2,1,OCCASIONAL CUSTOMER
1320,4,14,360.43,4,1,1,OCCASIONAL CUSTOMER
1900,4,56,8541.14,4,2,5,OCCASIONAL CUSTOMER
1837,4,160,7528.5,4,4,5,LOYALIST
41,4,73,3107.13,4,3,4,POTENTIAL LOYALIST
87,4,45,1202.3,4,2,2,OCCASIONAL CUSTOMER
